"Sitzungsland","Sitzungsort","Monat","Empfehlungsplattform","Landing-Page-URL","Durchschnittliche Sitzungsdauer","Seitenaufrufe pro Sitzung","Absprünge","Sitzungen, in denen Artikel zum Warenkorb hinzugefügt wurden","Sitzungen, bei denen der Checkout erreicht wurde","Sitzungen, bei denen der Checkout abgeschlossen wurde","Sitzungen"
"Germany","Krefeld","2025-08-01","alphabet","https://www.whiskyquartier.de/pages/whiskyquartier-die-vielfalt-des-whiskys?srsltid=AfmBOorj3MrdFORXmpTntWoLm8PTabueY5m67SWRmmmF5BUwMh6weyDI",150,5,0,0,0,0,1
"Germany","Offenbach","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHs6fO1e0wdr32aT8jv8xRwHrCN8RkmmzJ34Fni4zyujBA3fXzqoIUl4rV9rE_aem_geryLV0CI35Q8gyszg89Gw&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",67,2,0,0,0,0,1
"Germany","Mannheim","2025-08-01","direct","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Germany","Rackwitz","2025-08-01","direct","https://www.whiskyquartier.de/",162,6,0,1,1,1,1
"Germany","Vechta","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHvZ7yGBt5auvm-V1-dPrfe6pmelCwGlE85WQga1b65hTNgK_Zj6c7-hHGfKc_aem_WO8IMYCISv4_LPaUCKdb9g&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",22,2,0,0,0,0,1
"Germany","Ohrdruf","2025-08-01","direct","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2022-0-7l",0,1,1,0,0,0,1
"Germany","Bochum","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHj3VX2xmTGv5DDsqrwODivPCXocXJKjLaDXrHzc1DhO6lrNOAJXQ5U87j2Fb_aem_IO-rxs0KmNRsfWkPdGhrGA&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",76,4,0,0,0,0,1
"Germany","Rodenbach","2025-08-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0CMTEAAae9iA_RehOWLi9OWQB_Bw5gNojEqUHAohALUvkmOB90lSyyiTUQLIq4GCHlJQ_aem_yLIq3khRJEnk_8puWHyAJA",14,2,0,0,0,0,1
"Germany","Bad Salzungen","2025-08-01","direct","https://www.whiskyquartier.de/",74,4,0,1,1,0,1
"Germany","Nuremberg","2025-08-01","direct","https://www.whiskyquartier.de/products/green-spot-single-pot-still-whiskey-0-7l?_pos=1&_psq=green&_ss=e&_v=1.0",3544,15,0,1,1,1,1
"Germany","Munich","2025-08-01","direct","https://www.whiskyquartier.de/",722.6666666666666,2.6666666666666665,0,0,0,0,3
"Germany","Eisleben Lutherstadt","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=IwY2xjawMVkEhleHRuA2FlbQEwAGFkaWQAAAZB3uJjvwEelOv-4k4Sf5xbiKk3cE8uMIa4lgVqt4311coC_y2EcbXjoHzTrCTHUnrUJYY_aem_oZv1lxYadusD83R-E2Knvw",0,1,1,0,0,0,1
"Germany","Esslingen am Neckar","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQd7iY78Bp4rqb1hpveSOv_Ng-1JwUrjRJ6u9YJCWQiCS6m71D1-VcBcb8two08HOw3bg_aem_Og80GGLCaEUlcle3Du4X-A",0,1,1,0,0,0,1
"Germany","Munich","2025-08-01","shopify","https://cfyjnsjap8be9iga-87406969169.shopifypreview.com/products_preview?preview_key=62fe5b39e234b5dce088bd2b55f3ea57",270,6,0,0,0,0,1
"Germany","Konstanz","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHqotpnIx4-5pn2bAcjHd_UrfaISjGonRvMOKSZH_qMyTMXwwZTA3EGvvtxJk_aem_CfMKsptL4hUSkO7hE1zTyQ&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",9,2,0,0,0,0,1
"Switzerland","Zurich","2025-08-01","whiskybase","https://www.whiskyquartier.de/products/macallan-harmony-collection-amber-meadow",0,1,1,0,0,0,1
"Germany","Nuremberg","2025-08-01","direct","https://www.whiskyquartier.de/products/quest-collection-quest-1l?_pos=1&_psq=quest&_ss=e&_v=1.0",385,12,0,1,1,1,1
"Germany","Rackwitz","2025-08-01","shopify","https://www.whiskyquartier.de/?accountnumber=9081051840849&country=DE",44,4,2,1,1,1,3
"Germany","Berlin","2025-08-01","meta","https://www.whiskyquartier.de/collections/bestseller?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7nCl8BHlxju-gBmL2QgObUVHvQA1t978PZuDZ_rY0dkpnJcIsG-eD2AXWvjGAc_iDA_aem_yLJ7XfUykB1dsP0OxAIfjw&utm_medium=paid&utm_source=fb&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",0,1,1,0,0,0,1
"Germany","Berlin","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHgrne-eNWKw_z6TZXW0YOyrodPe0H-KswH7m5HRffa5Iev2ZKoHVkxLGo2F5_aem_2k0yIcx4kOJAEQ8Kk27BWw&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",197,13,0,0,0,0,1
"Germany","Hamburg","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQahYhj8Bp4Ze-2cMmWrPobB20WTl72a11u2v2ew8Z-20phh8iw5SDML-RD8_wRj0LPHQ_aem_pecU_vQJWY6YVXsf308vIQ",0,1,1,0,0,0,1
"Spain","Madrid","2025-08-01","whiskybase","https://www.whiskyquartier.de/products/roseisle-12-years-old-the-origami-kite-0-7l",552,12,0,0,0,0,1
"Croatia","Zagreb","2025-08-01","whiskybase","https://www.whiskyquartier.de/products/glenturret-10-yo-peat-smoked-2024-0-7l",0,1,1,0,0,0,1
"Germany","Hamburg","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQd7iY78Bpw0wyZybRN5JKZ5MDqMMU4JJOh3RROwmlNTjEsYTz254IYy5qf3ax7IMMdwy_aem_uvGfQe9qxbgsUG_n_jwqdw",0,1,1,0,0,0,1
"Germany","Hohentengen","2025-08-01","whiskybase","https://www.whiskyquartier.de/products/roseisle-12-years-old-the-origami-kite-0-7l",314,9,0,0,0,0,1
"Germany","Haldensleben I","2025-08-01","shopify","https://www.whiskyquartier.de/?accountnumber=9081051840849&country=DE",31,3,0,0,0,0,1
"Germany","Dachau","2025-08-01","alphabet","https://www.whiskyquartier.de/products/18-yo-colour-collection-0-7l-kopie?gad_source=1",0,1,1,0,0,0,1
"Germany","Darmstadt","2025-08-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0CMTEAAaeJQPu3k9WTdSJlZJwLXZFYYExh3otvlhcKTXEJmVAA6k-wYrnCKY1waJWQ5A_aem_-qrBg8BlB6b30606Zh511w",199,10,0,0,0,0,1
"Germany","Norderstedt","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHqkDE89lZik18mF_d2Pw6xLos6Wz25YiJj4bpAFSLihumyuMduTXCFf4Rrtp_aem_EUqlhjaiIXiQQJip81h5aA&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",14,3,0,0,0,0,1
"Germany","Berlin","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQahYhj8BHtgJGtSu-96__UAYFOqYAOXolNTlwGG7JEQ2fP-0oTJxKnj81iT7v7fpOAq6_aem_ZsRieBuPPcBS3vn65n2Plw&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",0,1,1,0,0,0,1
"The Netherlands","Enschede","2025-08-01","whiskybase","https://www.whiskyquartier.de/products/roseisle-12-years-old-the-origami-kite-0-7l",0,1,1,0,0,0,1
"Germany","Leonberg","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BpygSsjMK_e1wgzLQYnH_20mJuXZqLQBucTprVAbQjMyzw_d62qlHupr7Dysi_aem_UE0OoCaad6Fdl8ixkwSVqw",30,3,0,0,0,0,1
"Germany","Tauberbischofsheim","2025-08-01","direct","https://www.whiskyquartier.de/products/glenallachie-sinteis_series_0-7l",0,1,1,0,0,0,1
"Germany","Berlin","2025-08-01","alphabet","https://www.whiskyquartier.de/?gad_source=2",0,1,2,0,0,0,2
"Germany","Klipphausen","2025-08-01","direct","https://www.whiskyquartier.de/pages/jugendschutz",0,1,1,0,0,0,1
"Denmark","Copenhagen","2025-08-01","direct","https://www.whiskyquartier.de/policies/contact-information",0,1,1,0,0,0,1
"Germany","Krefeld","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQahYhj8BHjyjO6Dk4o9tiBOY0gFqEA1fgbkPPWOQygbbdPBmv5hMQ3mQ73ICRIsNVvj__aem_pkBFPh6nLZTmiA-i8GM5zA&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",154,3,0,0,0,0,1
"Germany","Dahn","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHoXGTN1CUm3QfzYQX1n8JNEYgXx4PwTfs7BP9MjInS9ob3tPH6AqETPD-mX2_aem_2VA4fEut5udKTNXfuvUj0A&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",11,2,0,0,0,0,1
"Germany","Dortmund","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHusGyrVlnptdGmrQZkcpBYWExg5k5DuoFiORnRej5-tGnfWVgWapyrtaIW4V_aem_noC_XNsyBCxZat0JeZconA&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",0,1,1,0,0,0,1
"Germany",,"2025-08-01","meta","https://www.whiskyquartier.de/?fbclid=IwQ0xDSwMZOaxleHRuA2FlbQIxMAABHmXouwzg8Hvt3nXXo1i4WpPt75bFsqzV_xPy7CV4lAK8j2AHEpbVGAt7NMI4_aem_X6FBLGJJ5rHw7Z1lM-FXCw",0,1,1,0,0,0,1
"Germany","Oberkirch","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHjcNa6K1dDKft3Ouk5rVk3dxa4XVDc3npLmBSNl2KncI1CFEwULZy3d_RkK0_aem_XVY4sSTOXP1Ed--NGv-U-Q&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",0,1,1,0,0,0,1
"Germany","Nuremberg","2025-08-01","direct","https://www.whiskyquartier.de/checkouts/cn/hWN1LCu5RHTEQctmDuVwVB2M?locale=de-DE&skip_shop_pay=true",15,3,0,0,1,1,1
"Germany","Nuremberg","2025-08-01","direct","https://www.whiskyquartier.de/collections/gerade-probiert-unsere-auswahl",3.6666666666666665,1.3333333333333333,2,0,0,0,3
"Germany","Berlin","2025-08-01","direct","https://www.whiskyquartier.de/products/yamazaki-0-7l",0,1,1,0,0,0,1
"Germany","Wabern","2025-08-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0CMTEAAadeGjWvtdJFphUbd3x78Lw3j0yYsZboNhRmRtOerQqcMo6VfIK8HKv-a4HfQg_aem_3xQYRcwpaciFmxLr_eEjKA",151,8,0,0,0,0,1
"Germany","Schramberg","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQd7iY78Bp6bKnKUI7xnFZGprlBJc0W5kVzS4LiqnrHRhVGLYGsUQ9wZsX0mv1ey6a0we_aem_Ig-QPlMFQy_eKrfHQcjkSA",0,1,1,0,0,0,1
"Germany","Arnstadt","2025-08-01","direct","https://www.whiskyquartier.de/collections/deutsche-whiskys",0,1,1,0,0,0,1
"Ireland","Dublin","2025-08-01","whiskybase","https://www.whiskyquartier.de/products/green-spot-single-pot-still-whiskey-0-7l",0,1,1,0,0,0,1
"Germany","Ravensburg","2025-08-01","alphabet","https://www.whiskyquartier.de/?srsltid=AfmBOorek0O-_2SXQFO2ZP8l0wo3Lwa1gd7awpzEalsR-sOuKDLhDSeH",6,2,0,0,0,0,1
"Germany","Bad Doberan","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHqY0GRwsNxCgeipvlxdfGUKMKI8hDCg4YJhINDfKAe8mD_R2WALFA84B6Jwa_aem_EQFxdhYZtBRYHW05vz9AHA&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",43,2,0,0,0,0,1
"Germany","Meiningen","2025-08-01","direct","https://www.whiskyquartier.de/collections/gerade-probiert-unsere-auswahl",0,1,1,0,0,0,1
"Germany","Döbeln","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHhQFHl8rUjyvXMMk1_QHwiwB1TU5YNq6rlpxaGEDi5aMgu8RnapZPWZ6Hjok_aem_gQsv02hONXTntuvDuMGZMQ&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",18,2,0,0,0,0,1
"Germany","Bad König","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQahYhj8Bp_O4ctoAmQRpyveBQpBVJw1Jj1ZqpGbs3w0FZUjGpnczbX0weoW3ex5o_SIN_aem_ya3plSByycEvXpJofwgLHg",0,1,1,0,0,0,1
"Germany","Riedlingen","2025-08-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0CMTEAAafyq6FV3UgUC0CX870drETLR4NeTxTu0SGb1LlxMNqYC7-uzLTke72AuJuKWw_aem_p2nUyIbBXBZW3xga4XHzRw",52,5,0,0,0,0,1
"Germany","Landau","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQahYhj8Bp38dNOEAGe1cehUNnQT-N14VxXqGFRQ4fhRmq3IOwSzovTe3esz69zToYkFO_aem_d_jb9Dz9OW6VO8noAnm6Ag",0,1,1,0,0,0,1
"Germany","Zeitz","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQahYhj8Bp9meJUlN-iLp-ofmLXc2SAM0jTHrtMcwDkcCCFTk8bZpkpfyE5VoW3rF5XmD_aem_gzNFcdbrAhgTzJIlJmC1hA",0,1,1,0,0,0,1
"Germany","Bad Driburg","2025-08-01","alphabet","https://www.whiskyquartier.de/products/stauning-rye-virgin-oak-barbados-rum-cask-distillery-edition-0-35l?gad_source=1",0,1,1,0,0,0,1
"Germany","Landau","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQahYhj8Bp6LU1RxGkNFlocApmllOqXAL7P31DKBpK6wjEjZQgKZgsCtrjjYHSkIlgmv1_aem_lqLsCh7VgAHRfuAHU1nzjQ",0,1,1,0,0,0,1
"Germany","Delmenhorst","2025-08-01","meta","https://www.whiskyquartier.de/?utm_medium=paid&utm_source=fb&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=IwY2xjawMTBi9leHRuA2FlbQEwAGFkaWQAAAZB3ucKXwEeorlGx_jYYnfUe4aAEzagJr5LShHtR6apGhznRWKGtq9mIeIwQdud9z0_Ass_aem_8V14ac1_Va7XiJdM4hd-DQ",23,2,0,0,0,0,1
"Germany","Nuremberg","2025-08-01","direct","https://www.whiskyquartier.de/",618.5555555555555,5.222222222222222,4,3,3,3,9
"Germany","Stuttgart","2025-08-01","whiskybase","https://www.whiskyquartier.de/products/glenturret-12-yo-2024-0-7l",0,1,1,0,0,0,1
"Germany","Saarbrücken","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQd7iY78Bp7p0gMebtxSv5DQtZKbqjCD8rfZfRN72RRNcn2L9aWF6sHrGGqSjL_dabQhK_aem_ttJBPAwEUifyYPQZ-yYs9g",30,3,0,0,0,0,1
"Germany","Schleusingen","2025-08-01","alphabet","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQd7iY78Bp6NBN-_sq345Ng7O5zxOcgjNVpeJLJtfAV_oSwlGnU3I5AmSAWMUEczWpQ_a_aem_5RSS4OuaoIzeKXx-AT9dGw",56,2,0,0,0,0,1
"Germany","Kiel","2025-08-01","meta","https://www.whiskyquartier.de/?fbclid=IwY2xjawMQDaBleHRuA2FlbQIxMQABHnO97VzNHgbgP5fkK0vt5fvQ5izf7XgynfqNkapSXEnrV1YQtTXRN63YO6HL_aem_a7rWlLXGhKuQ7GDLXJxLvw",292,8,0,0,0,0,1
"Germany","Olpe","2025-08-01","alphabet","https://www.whiskyquartier.de/products/laddie-ten-0-7l?srsltid=AfmBOoqJfEST7Artipp8AuGV3v_r6ekpF45Lzj8kCIvX3-3se2dl-a5o",0,1,1,0,0,0,1
"Germany","Lohne","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHqTWwMug0i1MoPKacnf2akm5XvZZ--Q8ZYOe4vjfndSC0x-8HtX7pxyZ4sy4_aem_AgPQoDvxAP_-U1LzJM_i1g&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",56,3,0,0,0,0,1
"Switzerland","Zurich","2025-08-01","whiskybase","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2021-0-7l",0,1,1,0,0,0,1
"Germany","Bielefeld","2025-08-01","fb werbung","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",0,1,1,0,0,0,1
"Germany","Bad Salzungen","2025-08-01","direct","https://www.whiskyquartier.de/collections/gerade-probiert-unsere-auswahl",0,1,1,0,0,0,1
"Belgium","Ghent","2025-08-01","whiskybase","https://www.whiskyquartier.de/products/kavalan-solist-brandy-0-7l-kopie",0,1,1,0,0,0,1
"Germany","Berlin","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=IwY2xjawMWtTNleHRuA2FlbQEwAGFkaWQAAAZB3uJjvwEeKEeNnXJKVWrFAQ2Mk7jd95taTaK9Z8GxoMR8qVvvAqY_EU3ECFIDWXyvGCo_aem_s0r6aQ8HwpsjjfjLmdiytg",0,1,1,0,0,0,1
"Germany","Itzehoe","2025-08-01","meta","https://www.whiskyquartier.de/?fbclid=IwQ0xDSwMZOaxleHRuA2FlbQIxMAABHmXouwzg8Hvt3nXXo1i4WpPt75bFsqzV_xPy7CV4lAK8j2AHEpbVGAt7NMI4_aem_X6FBLGJJ5rHw7Z1lM-FXCw",0,1,1,0,0,0,1
"Germany","Dresden","2025-08-01","alphabet","https://www.whiskyquartier.de/products/quest-collection-quest-1l?variant=49728265257297&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Saarbrücken","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQd7iY78Bp2IUSjtJHaxxKSJwT0G3OwG1hgaoIAgfCDJUIeiakRZ8GVuGN1VfpPO3BQ3t_aem_pvSnyI7G_XcOhjbX0fzcDg",0,1,1,0,0,0,1
"Germany","Paderborn","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQahYhj8BHmbOa8FbMNQelHbGSpeDAfdHP88KGJBFPqxtwrbMXp-pN74H-f8QmSP3QiFu_aem_YWoYKm8zgJJJBwdmzqfnWA&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",0,1,1,0,0,0,1
"Germany","Fürstenfeldbruck","2025-08-01","duckduckgo","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l",0,1,1,0,0,0,1
"Germany","Hanover","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=IwY2xjawMVDrlleHRuA2FlbQIxMABicmlkETB1NDJQcXZVSVE0REtwY1ZSAR7SeKDSQtHv-tFWbLL9ffvMx-Avre48srA8_2OqqtPCGCESVSsmZF3UO9bFeQ_aem_VbgaFHqhjVS8d6DbHQL60w",0,1,1,0,0,0,1
"Germany","Bindlach","2025-08-01","alphabet","https://www.whiskyquartier.de/products/macallan-classic-cut-2023?srsltid=AfmBOoqY4eAjM3ycGz2fhIh8kvO3KlAMKwIhnUu5C5QoI-EdyhgPJk9y",163,7,0,0,0,0,1
"South Korea","Gangnam-gu","2025-08-01","whiskybase","https://www.whiskyquartier.de/products/glenallachie-sinteis_series_0-7l",0,1,1,0,0,0,1
"Germany","Bernburg","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGQahYhj8Bp18KPbUaB1kVgyzWbDdxWnnYrDwsLsE6HAInef8oO0cwoGOt4LaFZk0VFAEf_aem_N6_hZ_R-lD1SNP1L0gJ4nw",117,2,0,1,0,0,1
"Germany","Offenbach","2025-08-01","direct","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2022-0-7l",0,1,1,0,0,0,1
"Germany","Bremen","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHjyb0ih_rFcfVSBA_Gwt9_rfS5n6J9Jch8T7xJjUefFqK6-NRXxV8HAQMHk-_aem_PMrQ0ZGQUgmsiZCybBDn0w&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",574,13,0,0,0,0,1
"Germany","Rotenburg (Wümme)","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQahYhj8BHl8dQ5JN-AAzF365jpxulkcXOrA9nX15mYx8mc_hslNlo3wfU_3jBQTpJ4qv_aem_rcKVRwYPQUkIsoFPaSBh4A&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",0,1,1,0,0,0,1
"Germany","Halle","2025-08-01","direct","https://www.whiskyquartier.de/collections/gerade-probiert-unsere-auswahl",0,1,1,0,0,0,1
"Germany","Trier","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHm0CBud4DUJqB9hKmAzKG7oCZv4dPOjzox-M5SFSGkRwbltNi0i-gAq1ygUS_aem_WbU3nUjPpNu4dxL5nHeeCg&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",0,1,1,0,0,0,1
"Germany","Rüsselsheim am Main","2025-08-01","meta","https://www.whiskyquartier.de/collections/bestseller?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHm1Mntm40Fakllpp8vgFULLSIduSHua5S9T59e7c8gp_dt0lhid_Uoki4hnZ_aem_6QWiM43Ghyf7os6c3LkpYg&utm_medium=paid&utm_source=fb-SiteLink&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",84,2,0,0,0,0,1
"Germany","Döbeln","2025-08-01","meta","https://www.whiskyquartier.de/?utm_source=FB+Werbung&fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGQd7iY78BHt6_YJ_BzVU5cU9Hg2QmTvTg_1FGRwvJ6zoK-qrwFShnEQR0doB1zbC5Kl9f_aem_juWZCxJU5GMBMfnISO0e-w&utm_medium=paid&utm_id=6878005051919&utm_content=6878005058119&utm_term=6878005052119&utm_campaign=6878005051919",0,1,1,0,0,0,1
